2	4	737
2	4	312
2	5	1741
2	5	684
2	5	414
2	11	362
2	12	2291
2	12	2026
2	12	1919
2	12	964
2	9	2393
2	9	2386
2	9	1914
2	9	1839
2	9	1791
2	7	2295
2	7	1459
2	7	1084
2	7	990
2	7	802
2	3	2492
2	3	2408
2	3	2317
2	3	2011
2	3	467
2	1	2415
2	1	2361
2	1	1429
2	1	1408
2	1	1306
2	1	1070
2	1	555
2	1	481
2	8	2493
2	8	2491
2	8	1687
2	8	1270
2	8	954
2	8	724
2	8	688
2	6	1805
2	6	1540
2	6	862
2	6	581
2	13	1358
2	13	1206
2	13	674
2	13	606
2	2	1864
2	2	1284
2	2	606
2	2	410
2	10	1915
2	10	523
2	10	436
2	14	1219
2	14	1081
2	14	1051
2	14	434
2	4	1559
2	4	1558
2	4	645
2	5	1990
2	5	1725
2	5	1710
2	5	1644
2	5	1457
2	5	1309
2	5	1195
2	5	443
2	11	2108
2	11	1534
2	11	554
2	12	2255
2	12	2142
2	12	1949
2	12	1022
2	12	940
2	12	572
2	12	507
2	9	2059
2	9	1768
2	9	595
2	7	2489
2	7	2470
2	7	2195
2	7	2014
2	7	1639
2	7	1621
2	7	1599
2	7	1017
2	3	2091
2	3	2052
2	3	1948
2	3	1742
2	3	1733
2	3	1335
2	3	1329
2	3	1135
2	3	971
2	3	363
2	1	2198
2	1	1957
2	1	971
2	1	479
2	8	2432
2	8	2356
2	8	541
2	6	2412
2	6	2178
2	6	2091
2	13	2441
2	13	2009
2	13	1942
2	13	1926
2	13	1690
2	13	750
2	2	2092
2	2	2006
2	2	1828
2	2	1591
2	2	1479
2	2	525
2	10	1335
2	10	1134
2	10	381
2	14	2402
2	14	2275
2	14	1732
2	14	258
2	4	2274
2	4	2160
2	4	1177
2	4	498
2	4	273
2	5	1797
2	5	1394
2	11	2358
2	11	1572
2	11	815
2	11	630
2	12	2207
2	12	2195
2	12	539
2	12	437
2	9	2155
2	9	349
2	7	2290
2	7	2056
2	7	1682
2	7	1643
2	7	1046
2	3	2136
2	3	2091
2	3	1824
2	3	1185
2	3	1025
2	3	608
2	3	295
2	1	2218
2	1	2015
2	1	1927
2	1	865
2	1	739
2	8	1863
2	8	1557
2	8	1199
2	8	818
2	8	756
2	8	510
2	8	482
2	6	1784
2	6	1622
2	6	1419
2	6	666
2	13	1567
2	13	823
2	2	2282
2	2	1182
2	10	1569
2	14	2330
2	14	1927
2	14	1032
2	14	720
2	14	608
2	4	2444
2	4	2134
2	4	1960
2	4	1821
2	4	1444
2	4	1238
2	4	957
2	5	2390
2	5	1755
2	5	840
2	3	251
3	11	1776
3	11	1518
3	11	854
3	11	704
3	12	1772
3	12	1617
3	12	1369
3	12	1308
3	12	1130
3	12	738
3	12	709
3	9	2244
3	9	1330
3	9	489
3	9	384
3	9	268
3	3	1743
3	3	1467
3	3	928
3	1	2298
3	1	1151
3	1	804
3	8	1993
3	8	1637
3	8	1345
3	8	1199
3	8	1142
3	8	869
3	8	471
3	8	312
3	6	1493
3	6	806
3	6	625
3	13	1693
3	13	469
3	13	428
3	2	2398
3	2	1607
3	2	1499
3	2	1047
3	2	522
3	10	1998
3	10	1325
3	10	937
3	10	750
3	10	646
3	14	2039
3	14	1733
3	14	1357
3	14	1323
3	14	976
3	14	657
3	4	1987
3	4	1693
3	4	1593
3	4	1023
3	4	846
3	4	764
3	4	453
3	5	2256
3	5	1886
3	5	1210
3	5	1108
3	5	935
3	5	495
3	11	2247
3	11	1937
3	11	1317
3	11	1023
3	11	672
3	11	257
3	12	1901
3	12	1515
3	12	1287
3	12	1253
3	12	1173
3	12	1025
3	12	1024
3	12	970
3	9	2428
3	9	1770
3	9	1453
3	9	1162
3	7	2412
3	7	1552
3	3	2351
3	3	1602
3	3	1187
3	3	995
3	3	892
3	3	586
3	1	2403
3	1	2074
3	8	2358
3	8	2260
3	8	673
3	8	522
3	6	2268
3	6	2074
3	6	1455
3	6	738
3	13	648
3	2	2209
3	2	1938
3	2	487
3	10	1359
3	10	1004
3	10	619
3	10	610
3	14	2282
3	14	1268
3	14	410
3	4	2420
3	4	2146
3	4	1802
3	4	1691
3	4	1684
3	4	1580
3	5	2323
3	5	2205
3	5	1519
3	5	622
3	5	505
3	5	483
3	5	288
3	11	2225
3	11	1657
3	11	1498
3	12	2381
3	12	2233
3	12	1371
3	12	766
3	12	446
3	9	1550
3	7	2421
3	7	2243
3	7	1461
3	7	1079
3	7	401
3	7	323
3	3	1958
3	3	1742
3	3	1240
3	3	738
3	3	710
3	3	381
3	1	1873
3	1	554
3	8	1721
3	8	1628
3	8	1551
3	8	720
3	8	682
3	8	652
3	8	614
3	8	460
3	8	302
3	6	2086
3	6	2071
3	6	1872
3	6	1646
3	6	1246
3	6	1080
3	13	2292
3	13	1807
3	13	1708
3	2	2233
3	2	1580
3	2	1338
3	2	1022
3	2	1003
3	10	2260
3	10	1786
3	10	1050
3	10	977
3	10	331
3	14	2379
3	14	1909
3	14	1677
3	14	1649
3	14	1028
3	4	1061
3	4	927
3	5	1933
3	5	1681
3	5	1636
3	5	767
3	11	1589
3	11	924
3	12	1600
3	12	1550
3	12	1346
3	12	980
3	12	898
3	12	620
3	12	358
3	9	2267
3	9	1798
3	7	2280
3	7	1940
3	7	1851
3	7	1700
3	7	1165
3	7	904
3	7	700
3	7	561
3	7	335
3	3	985
3	1	2386
3	1	1410
3	1	1161
3	1	1073
3	1	906
3	1	617
3	8	1677
3	8	1540
3	8	1201
3	8	972
3	8	749
3	8	733
3	6	1959
3	6	1154
3	6	1063
3	6	1051
3	6	548
3	6	348
3	13	2442
3	13	2092
3	13	1842
3	13	1462
3	13	1247
3	13	632
3	13	597
3	13	276
3	2	2384
3	2	1326
3	10	1568
3	14	2247
3	14	2244
3	14	2225
3	14	1783
3	14	1685
3	14	1669
3	14	1647
3	4	2035
3	4	1973
3	4	1506
3	4	1426
3	4	682
3	4	578
3	5	2094
3	5	1342
3	5	1219
3	5	989
3	5	875
3	11	2180
3	11	1973
3	11	1424
3	11	513
3	12	1777
3	12	1646
3	12	1544
3	12	1401
3	12	659
3	12	625
3	9	2477
3	9	2375
3	9	1816
3	9	1508
3	9	884
3	9	431
3	7	2278
3	7	603
3	7	521
3	7	358
3	7	279
3	3	2333
3	3	1988
3	3	1865
3	3	1562
3	3	1492
3	1	2500
3	1	1922
3	1	1611
3	1	1075
3	8	1648
3	8	1570
3	8	1270
3	8	365
3	8	365
3	6	2340
3	6	2163
3	6	1331
3	6	869
3	13	2153
3	13	1853
3	13	1629
3	13	1455
3	2	1979
3	2	1487
3	2	1273
3	2	1178
3	10	2445
3	10	2305
3	10	2111
3	10	1841
3	10	489
3	14	1806
3	14	1532
3	14	295
3	4	2478
3	4	2212
3	4	1559
3	4	1361
3	4	1204
3	4	354
3	5	1535
3	5	1185
3	5	284
3	11	1047
3	11	1038
3	11	378
3	11	363
3	12	2443
3	12	2310
3	12	1568
3	12	1441
3	12	469
3	9	2425
3	9	2296
3	9	2012
3	9	1932
3	9	1810
3	9	1736
3	9	1604
3	7	2424
3	7	1454
3	7	377
3	3	2247
3	3	2130
3	3	1020
3	3	815
3	3	627
3	1	2387
3	1	2167
3	1	557
3	1	276
3	8	2081
3	8	1916
3	8	1785
3	8	1383
3	8	1326
3	8	1067
3	8	268
3	6	2460
3	6	2400
3	6	1464
3	6	1016
3	6	353
3	13	2310
3	13	1746
3	13	978
3	13	657
3	2	1690
3	2	1675
3	2	1426
3	2	1343
3	2	1283
3	2	778
3	2	624
3	2	351
3	10	1907
3	14	2380
3	14	2368
3	14	2278
3	14	2118
3	14	1738
3	14	504
3	4	2328
3	4	1941
3	4	1664
3	5	2306
3	5	2292
3	5	293
4	11	2408
4	11	2254
4	11	2054
4	11	2026
4	11	1322
4	11	1234
4	11	930
4	11	636
4	12	2013
4	12	1693
4	12	1446
4	12	1362
4	12	1272
4	12	939
4	12	502
4	9	2148
4	9	1511
4	9	1387
4	7	2076
4	7	1896
4	7	1573
4	7	727
4	7	612
4	7	448
4	7	274
4	3	2250
4	3	2188
4	3	1917
4	3	1857
4	3	1311
4	3	1162
4	1	2467
4	1	2412
4	1	2363
4	1	2205
4	1	2182
4	1	1317
4	1	1166
4	1	750
4	8	1510
4	8	953
4	8	432
4	6	2421
4	6	1640
4	6	1142
4	6	1031
4	13	2333
4	13	2209
4	13	1971
4	13	1004
4	13	738
4	13	718
4	13	588
4	13	479
4	13	414
4	2	2181
4	2	2096
4	2	1713
4	2	1489
4	2	1111
4	2	637
4	2	340
4	10	2332
4	10	2071
4	10	1994
4	10	1428
4	10	1222
4	14	1461
4	14	1398
4	14	1373
4	14	1292
4	14	1242
4	14	1167
4	14	946
4	4	2261
4	4	2228
4	4	2056
4	4	1885
4	4	1176
4	4	507
4	5	2423
4	5	2145
4	5	1636
4	5	1090
4	5	651
4	5	622
4	5	464
4	5	436
4	11	1933
4	11	1605
4	11	1142
4	11	772
4	12	1183
4	12	1178
4	9	2007
4	9	1239
4	9	861
4	7	2132
4	7	1778
4	7	1223
4	7	505
4	3	1959
4	3	1723
4	3	1069
4	3	963
4	1	2255
4	1	1964
4	1	892
4	1	500
4	8	2313
4	8	2064
4	8	1622
4	8	979
4	6	2462
4	6	2195
4	6	1292
4	6	1007
4	6	673
4	6	610
4	6	553
4	6	340
4	6	262
4	13	2019
4	13	1972
4	13	1454
4	13	1438
4	13	743
4	2	1892
4	2	790
4	2	527
4	2	479
4	10	2240
4	10	2159
4	10	1914
4	10	1005
4	10	839
4	10	711
4	14	1924
4	14	1668
4	4	1515
4	4	997
4	4	805
4	4	775
4	4	355
4	5	2269
4	5	1377
4	5	313
4	11	2225
4	11	1758
4	11	1572
4	11	876
4	12	2377
4	12	2360
4	12	2294
4	12	2108
4	12	2072
4	12	1972
4	12	1889
4	12	1663
4	12	1577
4	12	947
4	9	2305
4	9	1465
4	9	1236
4	9	1119
4	9	921
4	9	626
4	9	332
4	7	2391
4	7	2245
4	7	2031
4	7	1936
4	7	1712
4	7	1089
4	3	2133
4	3	885
4	3	719
4	3	296
4	1	2038
4	1	1661
4	1	1302
4	1	468
4	1	274
4	8	1142
4	8	707
4	8	651
4	8	561
4	6	1031
4	6	809
4	6	788
4	13	1529
4	13	1441
4	13	1169
4	13	1094
4	13	972
4	13	586
4	2	2167
4	2	2077
4	2	1939
4	2	1662
4	10	1385
4	10	1318
4	10	1073
4	10	870
4	14	1387
4	14	685
4	4	1713
4	4	1594
4	4	1018
4	4	880
4	5	2479
4	5	2264
4	5	954
4	11	2300
4	11	2275
4	11	2204
4	11	2143
4	11	1941
4	11	1649
4	11	1429
4	11	1124
4	11	1049
4	11	919
4	12	2415
4	12	2337
4	12	1401
4	12	1328
4	12	1116
4	9	1214
4	9	1138
4	7	1408
4	7	871
4	7	395
4	3	2353
4	3	2343
4	3	2064
4	3	1946
4	3	1745
4	3	1701
4	3	1076
4	3	1015
4	3	857
4	3	853
4	3	408
4	1	2326
4	1	1905
4	1	1893
4	1	1804
4	1	1668
4	1	811
4	1	749
4	1	279
4	1	261
4	8	2347
4	8	1202
4	8	866
4	8	471
4	6	2476
4	6	1635
4	6	1609
4	6	1466
4	13	2162
4	13	2133
4	13	1944
4	13	1098
4	13	1071
4	2	2368
4	2	1240
4	2	446
4	10	1920
4	10	1854
4	10	1404
4	10	1269
4	10	1150
4	10	857
4	14	2413
4	14	2290
4	14	2124
4	14	1935
4	14	1510
4	14	1380
4	14	1260
4	14	814
4	14	740
4	14	666
4	4	2409
4	4	2226
4	4	1356
5	14	2052
5	14	1966
5	14	1053
5	14	454
5	4	2306
5	4	2101
5	4	1676
5	4	1313
5	4	1190
5	4	1048
5	4	1029
5	4	686
5	5	1867
5	5	1219
5	5	663
5	5	286
5	11	2360
5	11	2131
5	11	1372
5	12	2269
5	12	2041
5	12	1682
5	12	843
5	9	2067
5	9	2026
5	9	1354
5	9	1280
5	7	1808
5	7	1803
5	7	1769
5	7	999
5	7	927
5	7	825
5	7	632
5	3	2423
5	3	1972
5	3	1151
5	3	894
5	3	525
5	3	508
5	1	2284
5	1	2116
5	1	1732
5	1	1621
5	1	851
5	8	2313
5	8	1187
5	8	960
5	6	2464
5	6	1766
5	6	1234
5	6	904
5	6	711
5	6	697
5	6	654
5	13	1880
5	13	1849
5	13	1340
5	13	715
5	13	659
5	13	262
5	2	1483
5	2	1194
5	10	2247
5	10	2227
5	10	2226
5	10	2180
5	10	1683
5	10	1486
5	10	1471
5	10	957
5	10	836
5	10	793
5	10	345
5	14	2460
5	14	2053
5	14	1883
5	14	1205
5	14	872
5	14	821
5	4	1929
5	4	1516
5	4	1361
5	4	1318
5	4	1124
5	4	684
5	4	606
5	4	459
5	5	1962
5	5	1211
5	5	592
5	11	1855
5	11	1467
5	11	1300
5	11	969
5	11	918
5	11	841
5	11	733
5	11	364
5	12	1421
5	12	915
5	12	502
5	12	353
5	9	2430
5	9	1543
5	9	668
5	9	581
5	7	1981
5	7	1804
5	7	1322
5	7	619
5	3	2171
5	3	1975
5	3	1845
5	3	1671
5	3	1300
5	3	1129
5	3	753
5	3	670
5	1	2243
5	1	2083
5	1	1480
5	1	1128
5	1	1078
5	1	607
5	1	564
5	8	2352
5	6	2432
5	6	2200
5	6	2150
5	6	1720
5	6	1691
5	6	1472
5	13	1771
5	13	1240
5	13	357
5	2	2249
5	2	1882
5	2	1521
5	2	1460
5	2	1221
5	2	440
5	10	2421
5	10	1655
5	10	1466
5	10	657
5	10	626
5	14	2444
5	14	1969
5	14	1260
5	14	1124
5	14	1116
5	14	867
5	14	733
5	14	656
5	4	1390
5	4	1297
5	4	295
5	5	2249
5	5	1472
5	5	1462
5	5	1342
5	5	632
5	5	276
5	11	1982
5	11	1623
5	11	1294
5	11	941
5	12	2261
5	12	926
5	12	787
5	12	504
5	9	1787
5	9	1447
5	9	1384
5	9	1189
5	9	1168
5	9	814
5	9	751
5	9	691
5	9	615
5	7	2385
5	7	1703
5	3	2403
5	3	2167
5	1	2377
5	1	2010
5	1	1814
5	1	1444
5	1	404
5	8	1665
5	8	1654
5	8	813
5	8	802
5	6	1998
5	6	1339
5	6	1275
5	6	1069
5	6	645
5	6	543
5	13	2012
5	13	1876
5	13	1484
5	13	963
5	13	611
5	13	516
5	2	2265
5	2	1526
5	2	1372
5	10	2032
5	14	2369
5	14	2221
5	14	2083
5	14	1706
5	14	1269
5	14	581
5	4	1980
5	4	1757
5	4	1006
5	5	1715
5	5	1113
5	5	576
5	5	510
5	11	1749
5	11	1279
5	12	2002
5	12	1661
5	9	801
5	9	782
5	9	265
5	7	2461
5	7	2295
5	7	1999
5	7	1590
5	7	934
5	7	865
5	3	2354
5	3	2008
5	3	1413
5	1	2447
5	1	1755
5	1	1471
5	1	444
5	8	2499
5	8	1940
5	8	1647
5	8	1111
5	8	810
5	8	720
5	6	2478
5	6	2198
5	6	1791
5	6	1690
5	6	1567
5	6	1200
5	6	1163
5	6	929
5	13	1779
5	13	1536
5	13	1527
5	13	1384
5	13	1217
5	13	254
5	2	2325
5	2	2110
5	2	2022
5	2	1025
5	2	968
5	2	968
5	10	1486
5	10	533
5	14	2242
5	14	2236
5	14	1529
5	14	611
5	14	521
5	14	333
5	4	1588
5	4	1157
5	4	964
5	4	865
5	4	357
5	5	699
5	11	2393
5	11	2226
5	11	2009
5	11	1919
5	11	1517
5	11	1396
5	12	1905
5	12	1688
5	12	1289
5	12	1265
5	12	889
5	9	1238
5	9	472
5	7	1966
5	7	1962
5	7	1694
5	3	2392
5	3	1132
5	3	288
5	1	2281
5	1	2168
5	1	1696
5	1	1381
5	1	704
5	1	274
5	8	2126
5	8	1829
5	8	1015
5	8	796
5	6	2375
5	6	2348
5	6	2032
5	6	1337
5	13	1827
5	13	643
5	13	476
5	2	2499
5	2	1224
5	2	936
5	2	903
5	10	2211
5	10	2170
5	10	499
5	10	359
5	14	2436
5	14	2271
5	14	2103
5	14	1968
5	14	1668
5	14	1599
5	14	1368
5	14	612
5	14	482
5	4	2239
5	4	2216
5	4	1888
5	4	1871
5	4	1853
5	4	1050
5	4	991
5	4	459
5	5	2249
5	5	1977
5	5	1814
5	5	1560
5	5	962
5	5	805
5	5	523
6	11	2205
6	11	1528
6	11	870
6	11	530
6	12	2480
6	12	2377
6	12	1827
6	12	1518
6	12	1214
6	12	1200
6	12	914
6	12	473
6	12	328
6	9	1441
6	9	896
6	7	1864
6	7	1379
6	7	1339
6	7	1312
6	7	285
6	3	2493
6	3	2289
6	3	2227
6	3	302
6	1	2298
6	1	2002
6	1	1804
6	1	1611
6	1	878
6	1	794
6	1	677
6	1	509
6	8	1775
6	8	501
6	8	490
6	6	1935
6	6	905
6	6	828
6	6	674
6	6	361
6	13	2264
6	13	1592
6	13	409
6	2	2054
6	2	1770
6	2	558
6	10	2254
6	10	1945
6	10	1227
6	10	872
6	10	730
6	10	422
6	14	2490
6	14	2466
6	14	1734
6	14	1653
6	14	1643
6	14	999
6	14	899
6	14	727
6	14	362
6	4	2351
6	4	1864
6	4	1395
6	4	1351
6	4	1271
6	4	1188
6	4	1106
6	4	1081
6	5	2487
6	5	2414
6	5	1943
6	5	673
6	11	2190
6	11	1746
6	11	1716
6	11	340
6	12	2430
6	12	2197
6	12	1328
6	12	743
6	12	470
6	12	263
6	9	2469
6	9	2346
6	9	1901
6	9	1097
6	7	1877
6	7	1591
6	7	955
6	7	802
6	7	512
6	3	1835
6	3	1660
6	3	1226
6	3	1129
6	1	1930
6	1	1914
6	1	1443
6	1	524
6	8	1961
6	8	1185
6	8	1065
6	8	502
6	8	367
6	8	333
6	6	2401
6	6	1551
6	6	423
6	13	2359
6	13	2071
6	13	1974
6	13	280
6	2	1753
6	2	831
6	10	1879
6	10	1112
6	10	934
6	14	2433
6	14	2382
6	14	2106
6	14	491
6	4	2136
6	4	2078
6	5	1495
6	5	1423
6	5	588
6	11	1060
6	11	1078
6	11	818
6	11	1479
6	11	2346
6	11	2403
6	11	2404
6	12	1687
6	12	1992
6	9	1601
6	9	2018
6	7	1445
6	7	1732
6	7	2099
6	7	842
6	3	1496
6	3	1811
6	3	1968
6	3	2153
6	3	851
6	1	1848
6	1	2195
6	1	2239
6	1	2479
6	8	1537
6	8	1643
6	8	1647
6	6	1356
6	6	1394
6	6	424
6	6	1664
6	6	1974
6	13	1151
6	13	1195
6	13	1763
6	13	692
6	13	1998
6	13	2450
6	2	1393
6	2	1899
6	2	2138
6	2	2478
6	2	2495
6	10	1608
6	10	667
6	10	549
6	14	1988
6	14	2217
6	14	2331
6	14	861
6	4	977
6	4	276
6	5	1150
6	5	1643
6	5	330
6	11	2444
6	11	1844
6	11	1437
6	12	2198
6	12	2096
6	12	1471
6	12	1419
6	12	1400
6	12	1171
6	12	1138
6	12	282
6	9	2274
6	9	1996
6	9	1995
6	9	253
6	7	2495
6	7	2257
6	7	1815
6	7	1601
6	7	1316
6	7	965
6	7	404
6	3	1549
6	3	1187
6	3	482
6	1	1880
6	1	1665
6	1	1560
6	1	716
6	1	354
6	8	2439
6	8	1671
6	8	891
6	8	659
6	6	2120
6	6	1686
6	6	1627
6	6	1324
6	6	801
6	6	788
6	6	319
6	6	286
6	13	2240
6	13	2049
6	13	1178
6	13	901
6	13	377
6	13	376
6	2	1497
6	2	738
6	2	617
6	2	343
6	10	2278
6	10	1019
6	10	773
6	10	639
6	14	1814
6	14	971
6	4	2206
6	4	1547
6	4	1279
6	4	802
6	4	567
6	4	473
6	5	1912
6	5	1734
6	5	1733
6	5	1543
6	5	873
6	5	869
6	5	643
8	8	1204
8	6	2173
8	6	1855
8	6	799
8	6	342
8	13	1745
8	13	1163
8	13	927
10	8	2232
10	8	1638
10	8	974
10	8	547
10	6	749
10	6	735
10	6	447
10	13	1509
11	6	1104
11	6	816
11	6	611
11	6	301
11	13	2443
11	13	1886
11	13	1477
11	13	1451
11	13	1290
11	13	400
11	2	2220
13	6	1724
13	6	1072
13	6	939
13	6	743
13	13	2455
13	13	2304
13	13	1973
13	13	1930
13	13	1894
13	13	1291
13	13	461
13	13	380
13	13	371
13	2	2496
13	2	2416
13	2	1800
13	10	1699
13	10	691
13	14	1941
13	14	1930
13	14	1705
13	14	1328
13	14	946
13	14	843
13	4	2247
13	4	2010
13	4	1933
13	4	1837
13	4	1479
13	4	908
13	5	2229
13	5	1792
13	5	1495
13	5	1377
13	5	744
13	5	296
13	11	2493
13	11	269
13	12	1384
13	12	938
13	12	906
13	9	1384
13	9	446
13	7	1760
13	7	1221
13	7	1204
13	7	1181
13	7	1061
13	7	584
13	7	407
13	7	312
13	3	1546
13	3	1072
13	3	825
13	3	796
13	1	2055
13	1	1405
13	1	1255
13	1	1151
13	1	1008
13	1	654
13	8	1983
13	8	1348
13	8	555
13	8	482
13	8	414
13	6	2213
13	6	2110
13	6	614
13	6	274
13	13	2113
13	13	1766
13	13	1251
13	13	663
13	2	1978
13	2	1816
13	2	463
13	10	2290
13	10	1869
13	10	1795
13	10	1658
13	10	1219
13	10	1213
13	10	1117
13	10	288
13	14	1829
13	14	1326
13	14	1099
13	14	1064
13	14	932
13	14	823
13	14	667
13	14	653
13	14	637
13	14	632
13	14	415
13	4	2491
13	4	2429
13	4	2425
13	4	2357
13	4	2167
13	4	1073
13	4	808
13	4	597
13	5	1716
13	5	854
13	5	584
13	11	884
13	12	2193
13	12	618
13	12	576
13	12	521
13	9	2242
13	9	1791
13	9	1294
13	9	1170
13	9	1035
13	9	786
13	7	1700
13	7	1574
13	7	644
13	7	541
13	3	2026
13	3	2024
13	3	576
13	1	397
13	8	2472
13	8	2442
13	8	2341
13	8	1722
13	8	501
13	6	1804
13	6	833
13	13	1639
13	13	1542
13	13	934
13	13	341
13	2	1912
13	2	1023
13	2	510
13	10	1846
13	10	1550
13	10	1061
13	10	694
13	10	487
13	14	2308
13	14	2186
13	14	2145
13	14	2036
13	14	1986
13	14	1477
13	14	1094
13	14	708
13	14	529
13	4	1237
13	4	863
13	4	611
13	4	562
13	4	552
13	4	413
13	4	371
13	5	1628
13	5	1383
13	5	947
13	5	907
13	5	307
13	11	2167
13	11	1802
13	11	508
13	12	893
13	12	855
13	12	686
13	12	598
13	12	557
13	12	489
13	12	346
13	9	1678
13	9	997
13	7	2482
13	7	2338
13	7	1916
13	7	1591
13	7	1519
13	7	1017
13	7	745
13	7	603
13	3	2051
13	3	1164
13	3	1161
13	3	1144
13	3	457
13	3	285
13	1	2314
13	1	1351
13	1	1066
13	1	1045
13	1	612
13	1	330
13	1	326
13	8	1830
13	8	1439
13	8	728
13	8	578
13	13	2122
13	13	1917
13	13	745
13	13	739
13	13	574
13	13	397
13	2	1864
13	2	642
13	2	552
13	10	1860
13	10	1519
13	10	1027
13	14	1857
13	14	550
13	4	2206
13	4	2135
13	4	2090
13	4	1746
13	4	1109
13	4	535
13	5	2005
13	5	1910
13	5	1889
13	5	1359
14	11	1701
